#Type,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-11-05,15.748207,339080.13,351946.66,1386675.69,0.00,465259.08,1083569.15,823002.52,972999.57
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-02-05,16.000000,318275.66,357727.13,1344887.05,0.00,438928.19,1083569.15,816958.32,974739.61
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-05-05,16.245902,359407.75,267641.81,1354484.91,0.00,498112.25,1083569.15,812132.20,976386.88
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-08-05,16.497268,334490.00,270716.13,1290754.13,0.00,465929.70,1083569.15,806857.17,978020.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-11-05,16.748634,253410.23,287833.75,1044383.53,0.00,354779.82,1083569.15,800072.32,979604.10
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2033-02-07,17.005741,232570.77,292958.56,1004573.63,0.00,327291.83,1083569.15,792924.41,981175.93
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2033-05-05,17.244098,270330.91,200402.70,1049193.86,0.00,382255.57,1083569.15,787247.95,982591.26
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2033-08-05,17.496152,246535.17,203448.38,982765.41,0.00,350376.10,1083569.15,780954.25,984045.98
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2033-11-07,17.753687,167295.45,221462.52,740940.34,0.00,238992.91,1083569.15,773092.58,985489.65
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2034-02-06,18.003002,148997.45,228982.69,694078.54,0.00,213920.96,1083569.15,765348.87,986847.91
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2034-05-05,18.244098,181875.48,136316.64,674768.34,0.00,262392.02,1083569.15,758702.30,988126.08
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2034-08-07,18.501632,159781.64,139818.14,618184.13,0.00,231712.03,1083569.15,751366.83,989454.61
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2034-11-06,18.750947,84044.20,158711.50,389660.34,0.00,122490.70,1083569.15,743005.21,990705.97
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2035-02-05,19.000262,67654.61,167612.08,343613.31,0.00,99098.32,1083569.15,734556.08,991924.49
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2035-05-07,19.249577,92707.00,70204.89,343079.86,0.00,136475.62,1083569.15,726809.91,993111.44
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2035-08-06,19.498892,71608.86,73862.64,286007.70,0.00,105945.60,1083569.15,718871.47,994268.04
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2035-11-05,19.748207,8214.95,104251.31,53665.16,0.00,12215.04,1083569.15,709950.15,995395.44
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-02-05,20.000000,2415.80,122436.60,14133.43,0.00,3610.34,1083569.15,701057.59,996505.52
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,1083569.15,0.00,0.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,1083569.15,0.00,0.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,1083569.15,0.00,0.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,1083569.15,0.00,0.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,1083569.15,0.00,0.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,1083569.15,0.00,0.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,1083569.15,0.00,0.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,1083569.15,0.00,0.00
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2016-02-05,0.000000,75459.98,0.00,75459.98,75459.98,75459.98,75459.98,75459.98,75459.98
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2016-05-05,0.245902,279487.94,204170.08,1071165.50,0.00,280885.63,280885.63,280885.63,280885.63
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2016-08-05,0.497268,367861.22,306637.78,1471153.15,0.00,371581.45,371581.45,326731.87,326731.87
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2016-11-07,0.754098,379896.66,428976.63,1654295.38,0.00,385722.98,385722.98,346823.04,346823.04
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2017-02-06,1.003002,442993.16,496855.84,1827490.00,0.00,452027.22,452027.22,372930.35,372930.35
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2017-05-05,1.244098,572878.50,459096.81,2296274.13,0.00,587417.95,587417.95,414496.28,414496.28
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2017-08-07,1.501632,618667.75,512473.19,2405326.41,0.00,637666.61,637666.61,452770.64,452770.64
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2017-11-06,1.750947,587192.63,586363.88,2537713.25,0.00,608254.25,637666.61,474909.75,479097.74
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2018-02-05,2.000262,596732.13,618265.56,2684070.81,0.00,621214.53,637666.61,493145.36,498861.96
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2018-05-07,2.249577,741442.31,538536.94,2898902.31,0.00,775732.41,775732.41,524463.78,529546.82
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2018-08-06,2.498892,758679.06,576131.38,3101320.00,0.00,797749.07,797749.07,551729.52,556305.43
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2018-11-05,2.748207,712601.88,649042.63,2969090.69,0.00,753058.69,797749.07,569993.94,578208.99
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2019-02-05,3.000262,714209.00,676421.00,3071343.31,0.00,758585.80,797749.07,585837.71,596652.76
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2019-05-06,3.246837,839748.06,591007.31,3406031.69,0.00,896351.25,896351.25,609419.12,619412.83
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2019-08-05,3.496152,849315.81,620002.75,3401494.69,0.00,911112.75,911112.75,630933.27,640214.32
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2019-11-05,3.748207,785214.31,675690.00,3199705.41,0.00,846620.34,911112.75,645437.53,658431.37
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2020-02-05,4.000000,794413.63,713636.19,3345145.75,0.00,860884.24,911112.75,658999.51,674337.20
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2020-05-05,4.245902,908237.88,624725.44,3636645.13,0.00,989116.46,989116.46,678118.25,692567.66
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2020-08-05,4.497268,908071.56,651504.81,3653812.19,0.00,993952.01,993952.01,695771.17,709412.96
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2020-11-05,4.748634,844058.75,708067.25,3619037.25,0.00,928571.90,993952.01,708094.34,724474.87
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2021-02-05,5.000262,849612.00,739958.00,3647712.19,0.00,939422.66,993952.01,719735.47,738035.76
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2021-05-05,5.244098,949055.19,651860.31,3868505.00,0.00,1054527.04,1054527.04,735302.33,752751.71
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2021-08-05,5.496152,947766.63,684100.13,3959249.13,0.00,1058437.38,1058437.38,750121.38,766770.52
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2021-11-05,5.748207,866540.44,719880.00,3695364.13,0.00,972635.53,1058437.38,759878.46,779559.90
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2022-02-07,6.005741,861357.19,741924.44,3729222.38,0.00,971829.03,1058437.38,768967.19,791518.54
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2022-05-05,6.244098,948032.44,648260.31,3882643.84,0.00,1074751.06,1074751.06,780639.89,802330.39
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2022-08-05,6.496152,934658.50,667028.94,3838805.13,0.00,1064964.56,1074751.06,791671.86,812900.48
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2022-11-07,6.753687,858370.38,708141.94,3760242.38,0.00,983110.25,1074751.06,798971.87,822885.47
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2023-02-06,7.003002,848306.13,724860.69,3553911.88,0.00,976458.37,1074751.06,805290.59,831852.18
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2023-05-05,7.244098,936427.56,636084.19,3789222.25,0.00,1083121.79,1083121.79,814537.29,840214.86
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2023-08-07,7.501632,918918.25,654181.56,3810794.75,0.00,1068378.84,1083121.79,823251.78,848553.96
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2023-11-06,7.750947,839441.94,689697.06,3451824.38,0.00,980872.83,1083121.79,828321.78,856099.01
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2024-02-05,8.000000,824628.31,704147.56,3492768.94,0.00,968398.03,1083121.79,832682.58,863166.60
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2024-05-06,8.248634,910420.19,618593.63,3634932.88,0.00,1074511.54,1083121.79,839971.89,869796.59
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2024-08-05,8.497268,887423.75,634151.38,3569338.69,0.00,1052625.21,1083121.79,846194.23,876038.58
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2024-11-05,8.748634,804567.25,669543.69,3422710.53,0.00,959185.21,1083121.79,849440.69,881988.50
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2025-02-05,9.000262,785623.56,681424.56,3307263.25,0.00,941351.88,1083121.79,852010.33,887611.76
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2025-05-05,9.244098,857965.00,588654.50,3470771.88,0.00,1033077.67,1083121.79,856786.42,892768.81
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2025-08-05,9.496152,845723.56,607987.81,3440364.69,0.00,1023503.73,1083121.79,861211.57,897821.32
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2025-11-05,9.748207,761060.13,637378.38,3229399.16,0.00,925715.52,1083121.79,862879.42,902612.55
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2026-02-05,10.000262,741559.44,650302.38,3151300.75,0.00,906571.67,1083121.79,863980.67,907162.25
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2026-05-05,10.244098,814255.00,566286.63,3256626.88,0.00,1000328.07,1083121.79,867226.09,911350.54
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2026-08-05,10.496152,796723.56,580320.38,3239579.00,0.00,983755.62,1083121.79,870024.43,915475.45
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2026-11-05,10.748207,710578.69,605242.31,2983611.25,0.00,881838.90,1083121.79,870301.49,919406.91
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2027-02-05,11.000262,691080.19,620454.06,2953758.13,0.00,861991.57,1083121.79,870111.08,923158.19
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2027-05-05,11.244098,755800.75,536763.94,3010380.50,0.00,947344.16,1083121.79,871785.93,926627.11
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2027-08-05,11.496152,731273.94,544067.25,2903206.63,0.00,921251.23,1083121.79,872870.47,930058.28
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2027-11-05,11.748207,645301.44,565887.88,2672999.19,0.00,817067.89,1083121.79,871673.24,933342.21
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2028-02-07,12.005464,624811.69,573752.31,2648210.31,0.00,795224.83,1083121.79,870035.07,936551.74
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2028-05-05,12.245902,683132.69,482998.28,2650158.06,0.00,873670.76,1083121.79,870106.46,939429.51
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2028-08-07,12.502732,653673.50,486898.38,2595321.81,0.00,840328.06,1083121.79,869494.75,942381.23
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2028-11-06,12.751366,565247.81,509598.72,2312269.50,0.00,730298.61,1083121.79,866780.62,945125.48
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2029-02-05,13.000262,538719.00,515695.00,2272044.88,0.00,699515.71,1083121.79,863578.26,947767.48
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2029-05-07,13.249577,597303.50,432630.50,2282629.25,0.00,779477.91,1083121.79,861995.75,950314.42
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2029-08-06,13.498892,574861.00,440181.03,2241069.78,0.00,753954.63,1083121.79,860000.31,952767.28
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2029-11-05,13.748207,488157.34,462003.19,2045491.06,0.00,643451.44,1083121.79,856073.33,955131.18
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2030-02-05,14.000262,465044.56,470562.94,1996809.59,0.00,616095.47,1083121.79,851752.87,957435.46
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2030-05-06,14.246837,516028.03,380070.91,1974416.38,0.00,687031.17,1083121.79,848901.97,959610.76
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2030-08-05,14.496152,491939.47,387709.91,1931414.75,0.00,658246.27,1083121.79,845622.94,961734.99
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2030-11-05,14.748207,408903.03,407189.31,1700145.02,0.00,549913.71,1083121.79,840569.11,963809.56
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2031-02-05,15.000262,391316.53,416658.03,1657457.63,0.00,528932.07,1083121.79,835332.56,965814.41
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2031-05-05,15.244098,439454.00,326101.19,1677295.92,0.00,596912.89,1083121.79,831518.94,967690.79
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2031-08-05,15.496152,420714.94,336254.47,1660157.56,0.00,574358.39,1083121.79,827336.06,969568.34
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2031-11-05,15.748207,338966.69,353579.16,1380867.13,0.00,465103.47,1083121.79,821538.42,971385.80
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2032-02-05,16.000000,318053.16,359382.91,1348032.68,0.00,438621.33,1083121.79,815512.44,973144.20
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2032-05-05,16.245902,359455.97,268836.63,1356455.78,0.00,498179.07,1083121.79,810709.21,974808.84
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2032-08-05,16.497268,334422.22,271936.47,1293147.19,0.00,465835.28,1083121.79,805454.42,976459.19
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2032-11-05,16.748634,253322.13,289167.78,1046912.25,0.00,354656.46,1083121.79,798688.77,978060.00
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2033-02-07,17.005741,232363.17,294300.50,1004239.00,0.00,326999.69,1083121.79,791557.37,979648.41
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2033-05-05,17.244098,270361.03,201273.30,1049050.78,0.00,382298.14,1083121.79,785900.39,981078.67
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2033-08-05,17.496152,246448.25,204336.66,983693.28,0.00,350252.57,1083121.79,779624.32,982548.74
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2033-11-07,17.753687,167219.38,222489.69,741009.48,0.00,238884.22,1083121.79,771780.36,984007.64
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2034-02-06,18.003002,148832.61,230043.56,693184.81,0.00,213684.29,1083121.79,764051.56,985380.23
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2034-05-05,18.244098,181883.72,136872.00,674436.48,0.00,262403.88,1083121.79,757422.28,986671.88
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2034-08-07,18.501632,159690.44,140403.67,616201.00,0.00,231579.76,1083121.79,750102.79,988014.42
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2034-11-06,18.750947,83960.14,159435.20,389760.52,0.00,122368.18,1083121.79,741756.35,989278.98
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2035-02-05,19.000262,67493.13,168381.28,343009.71,0.00,98861.80,1083121.79,733320.50,990510.36
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2035-05-07,19.249577,92725.46,70494.53,343320.25,0.00,136502.80,1083121.79,725590.69,991709.83
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2035-08-06,19.498892,71526.13,74174.84,286152.28,0.00,105823.20,1083121.79,717666.27,992878.64
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2035-11-05,19.748207,8175.35,104733.05,53164.79,0.00,12156.16,1083121.79,708759.42,994017.93
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2036-02-05,20.000000,2383.04,123044.65,13688.26,0.00,3561.39,1083121.79,699881.23,995139.72
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,1083121.79,0.00,0.00
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,1083121.79,0.00,0.00
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,1083121.79,0.00,0.00
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,1083121.79,0.00,0.00
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,1083121.79,0.00,0.00
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,1083121.79,0.00,0.00
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,1083121.79,0.00,0.00
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,1083121.79,0.00,0.00
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2016-02-05,0.000000,73945.29,0.00,73945.29,73945.29,73945.29,73945.29,73945.29,73945.29
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2016-05-05,0.245902,275847.56,202037.94,1061813.44,0.00,277227.05,277227.05,277227.05,277227.05
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2016-08-05,0.497268,363239.47,303270.50,1469268.72,0.00,366912.96,366912.96,322562.78,322562.78
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2016-11-07,0.754098,374952.81,425059.19,1634096.50,0.00,380703.32,380703.32,342364.27,342364.27
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2017-02-06,1.003002,437417.19,492177.78,1815269.31,0.00,446337.56,446337.56,368166.12,368166.12
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2017-05-05,1.244098,565663.44,454152.88,2270071.28,0.00,580019.74,580019.74,409221.61,409221.61
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2017-08-07,1.501632,611290.88,507211.06,2371430.03,0.00,630063.18,630063.18,447096.58,447096.58
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2017-11-06,1.750947,579451.44,580564.00,2506418.59,0.00,600235.43,630063.18,468901.83,473148.96
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2018-02-05,2.000262,589172.56,612227.63,2650060.25,0.00,613344.81,630063.18,486905.37,492706.94
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2018-05-07,2.249577,732146.19,533274.94,2871013.80,0.00,766006.35,766006.35,517837.44,522996.04
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2018-08-06,2.498892,749662.69,570721.38,3076269.00,0.00,788268.38,788268.38,544818.40,549462.32
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2018-11-05,2.748207,703531.75,643096.19,2956807.50,0.00,743473.64,788268.38,562840.24,571126.61
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2019-02-05,3.000262,705878.94,670674.31,3030157.06,0.00,749738.18,788268.38,578541.71,589368.89
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2019-05-06,3.246837,829683.56,585839.06,3348505.88,0.00,885608.35,885608.35,601861.35,611866.27
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2019-08-05,3.496152,839304.75,614461.81,3379611.78,0.00,900373.28,900373.28,623148.61,632440.07
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2019-11-05,3.748207,775283.00,669751.81,3130013.16,0.00,835912.39,900373.28,637456.29,650457.71
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2020-02-05,4.000000,784679.88,707339.56,3301036.00,0.00,850336.05,900373.28,650856.68,666189.45
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2020-05-05,4.245902,896947.25,619025.81,3588257.63,0.00,976820.42,976820.42,669734.89,684179.66
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2020-08-05,4.497268,897101.13,645616.69,3647427.63,0.00,981944.06,981944.06,687185.22,700822.63
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2020-11-05,4.748634,833174.13,701664.19,3583224.75,0.00,916597.47,981944.06,699329.02,715703.62
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2021-02-05,5.000262,838991.25,733311.88,3620046.13,0.00,927679.20,981944.06,710820.29,729101.64
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2021-05-05,5.244098,937158.63,645831.38,3833199.61,0.00,1041308.37,1041308.37,726187.04,743618.36
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2021-08-05,5.496152,936168.31,677719.88,3957736.81,0.00,1045484.78,1045484.78,740830.11,757462.02
Down,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2021-11-05,5.748207,855400.44,713436.38,3666503.25,0.00,960131.62,1045484.78,750446.32,770091.62
