#datumDate,datumId,datumValue
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.03,0.0087651000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.035,0.0088281000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.04,0.0087957000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.045,0.0090684000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.05,0.0095382000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.055,0.0100710000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.06,0.0104949000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.065,0.0107163000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.07,0.0109251000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.075,0.0111357000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.08,0.0113508000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.085,0.0116460000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.09,0.0118917000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.095,0.0116154000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.1,0.0112563000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.005,0.0069793800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.015,0.0077812700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.02,0.0080206800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.025,0.0080998900
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.03,0.0081586300
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.035,0.0081915600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.04,0.0081185800
