#Type,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2024-08-05,8.497268,792989.81,529339.69,2710962.75,0.00,940611.60,982980.51,789973.89,826385.80
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2024-11-05,8.748634,749824.81,561394.88,2808208.50,0.00,893922.61,982980.51,792960.55,830885.09
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2025-02-05,9.000262,729843.19,558141.19,3086128.31,0.00,874514.63,982980.51,795240.63,835137.35
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2025-05-05,9.244098,800805.19,462977.63,3329405.74,0.00,964251.42,982980.51,799698.70,839037.08
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2025-08-05,9.496152,797615.75,492049.84,3341035.25,0.00,965283.12,982980.51,804093.78,842857.74
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2025-11-05,9.748207,692534.19,505230.56,2805461.13,0.00,842364.03,982980.51,805083.32,846480.83
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2026-02-05,10.000262,668752.25,532622.94,2944979.75,0.00,817563.39,982980.51,805397.88,849921.28
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2026-05-05,10.244098,734761.88,452999.78,3202615.25,0.00,902669.24,982980.51,807713.18,853088.43
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2026-08-05,10.496152,745948.06,500459.75,3039997.50,0.00,921060.46,982980.51,810435.11,856207.66
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2026-11-05,10.748207,674852.94,528176.50,2833543.11,0.00,837502.73,982980.51,811069.87,859180.59
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2027-02-05,11.000262,676917.38,532186.25,3105694.19,0.00,844326.17,982980.51,811831.88,862017.29
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2027-05-05,11.244098,734329.19,443672.63,3220423.13,0.00,920430.99,982980.51,814186.93,864640.45
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2027-08-05,11.496152,690312.75,448535.56,2844091.00,0.00,869648.72,982980.51,815402.93,867235.08
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2027-11-05,11.748207,596204.94,474856.69,2194283.06,0.00,754902.89,982980.51,814104.92,869718.36
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2028-02-07,12.005464,590028.13,496411.59,2188137.44,0.00,750954.28,982980.51,812751.71,872145.39
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2028-05-05,12.245902,651818.81,404433.22,2425707.44,0.00,833622.90,982980.51,813161.49,874321.53
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2028-08-07,12.502732,629183.56,416203.88,2502600.56,0.00,808845.08,982980.51,813072.83,876553.60
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2028-11-06,12.751366,535798.31,435658.25,2167418.63,0.00,692249.89,982980.51,810716.95,878628.78
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2029-02-05,13.000262,513486.16,437760.94,2076147.81,0.00,666751.39,982980.51,807960.66,880626.64
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2029-05-07,13.249577,559793.50,347396.63,2101497.88,0.00,730527.56,982980.51,806503.62,882552.61
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2029-08-06,13.498892,526453.63,355592.72,1846896.00,0.00,690466.28,982980.51,804360.49,884407.45
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2029-11-05,13.748207,451033.00,382705.13,1732583.50,0.00,594517.00,982980.51,800555.11,886195.01
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2030-02-05,14.000262,433735.44,393984.28,1771391.88,0.00,574616.83,982980.51,796487.41,887937.49
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2030-05-06,14.246837,483212.06,302230.94,1773856.19,0.00,643340.53,982980.51,793836.84,889582.44
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2030-08-05,14.496152,472458.19,324222.59,1854777.00,0.00,632179.09,982980.51,791056.54,891188.76
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2030-11-05,14.748207,382665.53,353379.59,1439703.41,0.00,514628.19,982980.51,786332.23,892757.53
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2031-02-05,15.000262,362129.63,369024.94,1355706.13,0.00,489480.93,982980.51,781344.13,894273.58
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2031-05-05,15.244098,405101.91,273158.97,1496359.00,0.00,550252.25,982980.51,777647.72,895692.49
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2031-08-05,15.496152,383314.03,288520.09,1437814.31,0.00,523298.82,982980.51,773510.57,897112.28
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2031-11-05,15.748207,306392.97,314735.31,1280627.69,0.00,420408.33,982980.51,767859.07,898486.63
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2032-02-05,16.000000,290461.72,316196.28,1219526.28,0.00,400570.50,982980.51,762079.03,899816.31
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2032-05-05,16.245902,334251.63,229580.50,1359730.75,0.00,463247.73,982980.51,757555.85,901075.10
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2032-08-05,16.497268,311564.91,236071.25,1210079.75,0.00,433996.08,982980.51,752625.82,902323.08
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2032-11-05,16.748634,237089.47,257294.80,990358.19,0.00,331930.39,982980.51,746311.96,903533.60
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2033-02-07,17.005741,214863.33,258661.92,910490.69,0.00,302372.53,982980.51,739600.10,904734.75
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2033-05-05,17.244098,250741.63,170581.19,960734.63,0.00,354555.75,982980.51,734277.83,905816.30
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2033-08-05,17.496152,226366.00,177730.94,998590.09,0.00,321711.65,982980.51,728334.28,906927.95
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2033-11-07,17.753687,150242.94,198965.02,651580.48,0.00,214632.22,982980.51,720882.54,908031.17
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2034-02-06,18.003002,135174.91,207383.91,593261.28,0.00,194075.44,982980.51,713587.04,909069.10
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2034-05-05,18.244098,171883.41,122250.69,582997.22,0.00,247976.41,982980.51,707433.99,910045.84
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2034-08-07,18.501632,154686.75,131896.42,585565.80,0.00,224323.53,982980.51,700709.31,911061.06
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2034-11-06,18.750947,77743.73,146573.59,358628.94,0.00,113308.04,982980.51,692899.15,912017.31
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2035-02-05,19.000262,61631.91,158224.58,324290.66,0.00,90276.47,982980.51,684991.73,912948.47
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2035-05-07,19.249577,84670.66,58227.55,344792.75,0.00,124645.18,982980.51,677734.28,913855.50
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2035-08-06,19.498892,64283.39,62676.40,308971.28,0.00,95107.53,982980.51,670284.75,914739.34
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2035-11-05,19.748207,8281.52,100987.72,71060.12,0.00,12314.02,982980.51,661978.07,915600.87
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2036-02-05,20.000000,2662.31,120506.77,12631.32,0.00,3978.75,982980.51,653694.10,916449.15
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,982980.51,0.00,0.00
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,982980.51,0.00,0.00
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,982980.51,0.00,0.00
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,982980.51,0.00,0.00
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,982980.51,0.00,0.00
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,982980.51,0.00,0.00
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,982980.51,0.00,0.00
Up,false,SwaptionVolatility/EUR/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,982980.51,0.00,0.00
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2016-02-05,0.000000,78232.95,0.00,78232.95,78232.95,78232.95,78232.95,78232.95,78232.95
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2016-05-05,0.245902,279103.97,191398.30,1053641.31,0.00,280499.75,280499.75,280499.75,280499.75
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2016-08-05,0.497268,356683.63,272061.50,1265094.41,0.00,360290.82,360290.82,320833.70,320833.70
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2016-11-07,0.754098,379400.69,387498.72,1634462.94,0.00,385219.41,385219.41,342762.17,342762.17
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2017-02-06,1.003002,488732.97,506049.13,1727923.34,0.00,498699.81,498699.81,381459.41,381459.41
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2017-05-05,1.244098,644685.44,456494.84,2444023.63,0.00,661047.32,661047.32,435641.25,435641.25
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2017-08-07,1.501632,677757.31,500834.38,2358947.63,0.00,698570.76,698570.76,480734.43,480734.43
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2017-11-06,1.750947,605375.06,539482.69,2288758.13,0.00,627088.87,698570.76,501573.65,511751.86
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2018-02-05,2.000262,637059.56,567307.63,2362437.50,0.00,663196.50,698570.76,521718.52,535037.19
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2018-05-07,2.249577,760278.38,477737.72,2641905.75,0.00,795439.59,795439.59,552054.35,563896.95
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2018-08-06,2.498892,781826.94,522381.59,2925067.13,0.00,822088.99,822088.99,578995.77,589656.83
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2018-11-05,2.748207,731050.44,573592.38,3037294.44,0.00,772554.66,822088.99,596555.27,610742.88
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2019-02-05,3.000262,682211.63,576994.06,2694620.63,0.00,724600.33,822088.99,607312.45,628498.26
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2019-05-06,3.246837,772066.44,455872.75,2980198.00,0.00,824107.55,824107.55,623776.58,643353.47
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2019-08-05,3.496152,778122.56,501403.84,3019215.38,0.00,834739.37,834739.37,638820.60,657001.44
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2019-11-05,3.748207,715076.31,611537.00,2754743.78,0.00,770997.31,834739.37,647709.06,668953.74
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2020-02-05,4.000000,731382.69,678361.50,2789518.13,0.00,792579.34,834739.37,656828.38,679389.65
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2020-05-05,4.245902,803299.94,536606.75,2550678.34,0.00,874833.80,874833.80,669454.18,690708.81
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2020-08-05,4.497268,806496.63,533573.25,2593605.43,0.00,882770.67,882770.67,681377.09,701443.73
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2020-11-05,4.748634,761014.75,613926.50,3046839.66,0.00,837212.96,882770.67,689626.17,711042.17
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2021-02-05,5.000262,741945.25,624303.06,2957058.67,0.00,820374.67,882770.67,696205.83,719684.06
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2021-05-05,5.244098,883929.38,583483.56,3252290.28,0.00,982163.53,982163.53,709502.05,731888.61
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2021-08-05,5.496152,855449.56,609557.13,3076330.63,0.00,955340.48,982163.53,720776.25,743366.27
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2021-11-05,5.748207,760242.38,614145.00,2931649.63,0.00,853322.85,982163.53,726588.33,753837.36
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2022-02-07,6.005741,763336.06,644844.69,2729351.50,0.00,861236.39,982163.53,732362.21,763628.29
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2022-05-05,6.244098,852235.25,545540.94,3170629.88,0.00,966149.16,982163.53,741286.57,771970.45
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2022-08-05,6.496152,843655.50,562701.13,2880126.09,0.00,961274.35,982163.53,749822.24,780126.07
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2022-11-07,6.753687,769308.06,620884.94,2910109.63,0.00,881105.25,982163.53,754828.37,787830.24
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2023-02-06,7.003002,763059.38,638092.50,3025872.13,0.00,878333.50,982163.53,759225.30,794748.74
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2023-05-05,7.244098,813861.06,556798.69,3088881.00,0.00,941354.86,982163.53,765286.88,800986.22
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2023-08-07,7.501632,814988.13,562172.44,3111290.56,0.00,947544.64,982163.53,771543.87,807206.12
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2023-11-06,7.750947,764192.06,610011.81,2901060.63,0.00,892944.68,982163.53,775448.82,812833.75
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2024-02-05,8.000000,794424.50,652000.94,2868904.00,0.00,932928.33,982163.53,780351.41,818105.27
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2024-05-06,8.248634,832854.50,553147.25,3177817.00,0.00,982965.64,982965.64,786458.70,823074.56
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2024-08-05,8.497268,793090.44,527878.25,2701780.38,0.00,940730.94,982965.64,790972.77,827753.04
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2024-11-05,8.748634,750546.19,560257.13,2793052.13,0.00,894782.63,982965.64,793955.44,832212.62
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2025-02-05,9.000262,730239.06,556486.50,3065235.63,0.00,874988.93,982965.64,796220.96,836427.35
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2025-05-05,9.244098,801444.31,461509.97,3302242.00,0.00,965021.04,982965.64,800673.48,840292.65
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2025-08-05,9.496152,797654.94,490054.00,3329475.63,0.00,965330.59,982965.64,805043.94,844079.60
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2025-11-05,9.748207,692777.25,503169.94,2814297.13,0.00,842659.67,982965.64,806016.56,847670.71
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2026-02-05,10.000262,669240.63,530886.25,2947783.16,0.00,818160.41,982965.64,806322.64,851080.79
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2026-05-05,10.244098,735718.56,452039.56,3190548.25,0.00,903844.57,982965.64,808643.91,854219.99
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2026-08-05,10.496152,746396.00,499345.44,3035475.00,0.00,921613.57,982965.64,811356.77,857311.69
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2026-11-05,10.748207,674831.13,526673.69,2845301.25,0.00,837475.62,982965.64,811969.28,860258.38
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2027-02-05,11.000262,676342.81,530245.69,3084459.00,0.00,843609.54,982965.64,812694.27,863070.04
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2027-05-05,11.244098,734542.63,442631.84,3199792.06,0.00,920698.53,982965.64,815036.41,865670.05
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2027-08-05,11.496152,690136.88,447091.44,2827079.38,0.00,869427.19,982965.64,816228.93,868241.78
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2027-11-05,11.748207,595926.94,473406.75,2184739.81,0.00,754550.83,982965.64,814905.65,870703.15
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2028-02-07,12.005464,589168.75,494388.88,2176349.63,0.00,749860.57,982965.64,813511.84,873108.75
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2028-05-05,12.245902,651558.13,402934.28,2422345.00,0.00,833289.45,982965.64,813900.15,875265.69
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2028-08-07,12.502732,629104.63,414917.50,2499532.13,0.00,808743.58,982965.64,813794.23,877478.06
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2028-11-06,12.751366,535871.00,434453.28,2170966.69,0.00,692343.88,982965.64,811426.11,879534.92
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2029-02-05,13.000262,513408.28,436384.44,2055116.50,0.00,666650.26,982965.64,808654.32,881515.14
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2029-05-07,13.249577,560400.06,346674.81,2090831.44,0.00,731319.12,982965.64,807199.11,883424.12
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2029-08-06,13.498892,526320.06,354271.94,1836845.50,0.00,690291.16,982965.64,805039.90,885262.58
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2029-11-05,13.748207,450616.03,381218.72,1728327.69,0.00,593967.37,982965.64,801212.24,887034.37
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2030-02-05,14.000262,433467.63,392632.47,1768106.19,0.00,574262.02,982965.64,797126.32,888761.47
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2030-05-06,14.246837,482721.91,300622.69,1770078.81,0.00,642687.96,982965.64,794453.40,890391.90
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2030-08-05,14.496152,471897.78,322680.94,1843928.56,0.00,631429.22,982965.64,791649.59,891984.05
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2030-11-05,14.748207,382080.88,351997.81,1436604.56,0.00,513841.93,982965.64,786901.71,893538.97
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2031-02-05,15.000262,361335.81,367544.03,1354091.63,0.00,488407.92,982965.64,781886.01,895041.64
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2031-05-05,15.244098,404552.28,271843.69,1493898.31,0.00,549505.69,982965.64,778168.99,896448.02
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2031-08-05,15.496152,382526.50,287071.13,1435634.50,0.00,522223.67,982965.64,774005.88,897855.29
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2031-11-05,15.748207,306033.97,313838.66,1279731.91,0.00,419915.75,982965.64,768338.56,899217.50
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2032-02-05,16.000000,289990.78,315142.84,1218515.63,0.00,399921.01,982965.64,762540.76,900535.45
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2032-05-05,16.245902,333597.91,228430.28,1357917.56,0.00,462341.74,982965.64,757996.88,901783.13
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2032-08-05,16.497268,310926.78,234958.27,1211511.69,0.00,433107.21,982965.64,753046.59,903020.10
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2032-11-05,16.748634,236855.86,256620.05,993946.53,0.00,331603.35,982965.64,746721.50,904219.93
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2033-02-07,17.005741,214150.66,257467.05,909665.72,0.00,301369.60,982965.64,739988.28,905410.48
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2033-05-05,17.244098,250464.20,169910.92,957144.78,0.00,354163.47,982965.64,734655.23,906482.48
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2033-08-05,17.496152,226060.50,177090.53,995589.34,0.00,321277.48,982965.64,728699.98,907584.32
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2033-11-07,17.753687,149843.95,198228.95,647541.23,0.00,214062.24,982965.64,721234.67,908677.80
Up,false,SwaptionVolatility/USD/0/5Y/5Y/ATM,0.00000000,,0.00000000,EUR,CPTY_A,2034-02-06,18.003002,134695.47,206576.58,591229.41,0.00,193387.08,982965.64,713924.76,909706.58
